filename,gender,emotion,intensity,actor_id
data/processed/ravdess\03-01-03-01-02-02-15.wav,male,happy,normal,15
data/processed/ravdess\03-01-03-01-02-02-16.wav,female,happy,normal,16
data/processed/ravdess\03-01-03-01-02-02-17.wav,male,happy,normal,17
data/processed/ravdess\03-01-03-01-02-02-18.wav,female,happy,normal,18
data/processed/ravdess\03-01-03-01-02-02-19.wav,male,happy,normal,19
data/processed/ravdess\03-01-03-01-02-02-20.wav,female,happy,normal,20
data/processed/ravdess\03-01-03-01-02-02-21.wav,male,happy,normal,21
data/processed/ravdess\03-01-03-01-02-02-22.wav,female,happy,normal,22
data/processed/ravdess\03-01-03-01-02-02-23.wav,male,happy,normal,23
data/processed/ravdess\03-01-03-01-02-02-24.wav,female,happy,normal,24
data/processed/ravdess\03-01-03-02-01-01-01.wav,male,happy,strong,01
data/processed/ravdess\03-01-03-02-01-01-02.wav,female,happy,strong,02
data/processed/ravdess\03-01-03-02-01-01-03.wav,male,happy,strong,03
data/processed/ravdess\03-01-03-02-01-01-04.wav,female,happy,strong,04
data/processed/ravdess\03-01-03-02-01-01-05.wav,male,happy,strong,05
data/processed/ravdess\03-01-03-02-01-01-06.wav,female,happy,strong,06
data/processed/ravdess\03-01-03-02-01-01-07.wav,male,happy,strong,07
data/processed/ravdess\03-01-03-02-01-01-08.wav,female,happy,strong,08
data/processed/ravdess\03-01-03-02-01-01-09.wav,male,happy,strong,09
data/processed/ravdess\03-01-03-02-01-01-10.wav,female,happy,strong,10
data/processed/ravdess\03-01-03-02-01-01-11.wav,male,happy,strong,11
data/processed/ravdess\03-01-03-02-01-01-12.wav,female,happy,strong,12
data/processed/ravdess\03-01-03-02-01-01-13.wav,male,happy,strong,13
data/processed/ravdess\03-01-03-02-01-01-14.wav,female,happy,strong,14
data/processed/ravdess\03-01-03-02-01-01-15.wav,male,happy,strong,15
data/processed/ravdess\03-01-03-02-01-01-16.wav,female,happy,strong,16
data/processed/ravdess\03-01-03-02-01-01-17.wav,male,happy,strong,17
data/processed/ravdess\03-01-03-02-01-01-18.wav,female,happy,strong,18
data/processed/ravdess\03-01-03-02-01-01-19.wav,male,happy,strong,19
data/processed/ravdess\03-01-03-02-01-01-20.wav,female,happy,strong,20
data/processed/ravdess\03-01-03-02-01-01-21.wav,male,happy,strong,21
data/processed/ravdess\03-01-03-02-01-01-22.wav,female,happy,strong,22
data/processed/ravdess\03-01-03-02-01-01-23.wav,male,happy,strong,23
data/processed/ravdess\03-01-03-02-01-01-24.wav,female,happy,strong,24
data/processed/ravdess\03-01-03-02-01-02-01.wav,male,happy,strong,01
data/processed/ravdess\03-01-03-02-01-02-02.wav,female,happy,strong,02
data/processed/ravdess\03-01-03-02-01-02-03.wav,male,happy,strong,03
data/processed/ravdess\03-01-03-02-01-02-04.wav,female,happy,strong,04
data/processed/ravdess\03-01-03-02-01-02-05.wav,male,happy,strong,05
data/processed/ravdess\03-01-03-02-01-02-06.wav,female,happy,strong,06
data/processed/ravdess\03-01-03-02-01-02-07.wav,male,happy,strong,07
data/processed/ravdess\03-01-03-02-01-02-08.wav,female,happy,strong,08
data/processed/ravdess\03-01-03-02-01-02-09.wav,male,happy,strong,09
data/processed/ravdess\03-01-03-02-01-02-10.wav,female,happy,strong,10
data/processed/ravdess\03-01-03-02-01-02-11.wav,male,happy,strong,11
data/processed/ravdess\03-01-03-02-01-02-12.wav,female,happy,strong,12
data/processed/ravdess\03-01-03-02-01-02-13.wav,male,happy,strong,13
data/processed/ravdess\03-01-03-02-01-02-14.wav,female,happy,strong,14
data/processed/ravdess\03-01-03-02-01-02-15.wav,male,happy,strong,15
data/processed/ravdess\03-01-03-02-01-02-16.wav,female,happy,strong,16
data/processed/ravdess\03-01-03-02-01-02-17.wav,male,happy,strong,17
data/processed/ravdess\03-01-03-02-01-02-18.wav,female,happy,strong,18
data/processed/ravdess\03-01-03-02-01-02-19.wav,male,happy,strong,19
data/processed/ravdess\03-01-03-02-01-02-20.wav,female,happy,strong,20
data/processed/ravdess\03-01-03-02-01-02-21.wav,male,happy,strong,21
data/processed/ravdess\03-01-03-02-01-02-22.wav,female,happy,strong,22
data/processed/ravdess\03-01-03-02-01-02-23.wav,male,happy,strong,23
data/processed/ravdess\03-01-03-02-01-02-24.wav,female,happy,strong,24
data/processed/ravdess\03-01-03-02-02-01-01.wav,male,happy,strong,01
data/processed/ravdess\03-01-03-02-02-01-02.wav,female,happy,strong,02
data/processed/ravdess\03-01-03-02-02-01-03.wav,male,happy,strong,03
data/processed/ravdess\03-01-03-02-02-01-04.wav,female,happy,strong,04
data/processed/ravdess\03-01-03-02-02-01-05.wav,male,happy,strong,05
data/processed/ravdess\03-01-03-02-02-01-06.wav,female,happy,strong,06
data/processed/ravdess\03-01-03-02-02-01-07.wav,male,happy,strong,07
data/processed/ravdess\03-01-03-02-02-01-08.wav,female,happy,strong,08
data/processed/ravdess\03-01-03-02-02-01-09.wav,male,happy,strong,09
data/processed/ravdess\03-01-03-02-02-01-10.wav,female,happy,strong,10
data/processed/ravdess\03-01-03-02-02-01-11.wav,male,happy,strong,11
data/processed/ravdess\03-01-03-02-02-01-12.wav,female,happy,strong,12
data/processed/ravdess\03-01-03-02-02-01-13.wav,male,happy,strong,13
data/processed/ravdess\03-01-03-02-02-01-14.wav,female,happy,strong,14
data/processed/ravdess\03-01-03-02-02-01-15.wav,male,happy,strong,15
data/processed/ravdess\03-01-03-02-02-01-16.wav,female,happy,strong,16
data/processed/ravdess\03-01-03-02-02-01-17.wav,male,happy,strong,17
data/processed/ravdess\03-01-03-02-02-01-18.wav,female,happy,strong,18
data/processed/ravdess\03-01-03-02-02-01-19.wav,male,happy,strong,19
data/processed/ravdess\03-01-03-02-02-01-20.wav,female,happy,strong,20
data/processed/ravdess\03-01-03-02-02-01-21.wav,male,happy,strong,21
data/processed/ravdess\03-01-03-02-02-01-22.wav,female,happy,strong,22
data/processed/ravdess\03-01-03-02-02-01-23.wav,male,happy,strong,23
data/processed/ravdess\03-01-03-02-02-01-24.wav,female,happy,strong,24
data/processed/ravdess\03-01-03-02-02-02-01.wav,male,happy,strong,01
data/processed/ravdess\03-01-03-02-02-02-02.wav,female,happy,strong,02
data/processed/ravdess\03-01-03-02-02-02-03.wav,male,happy,strong,03
data/processed/ravdess\03-01-03-02-02-02-04.wav,female,happy,strong,04
data/processed/ravdess\03-01-03-02-02-02-05.wav,male,happy,strong,05
data/processed/ravdess\03-01-03-02-02-02-06.wav,female,happy,strong,06
data/processed/ravdess\03-01-03-02-02-02-07.wav,male,happy,strong,07
data/processed/ravdess\03-01-03-02-02-02-08.wav,female,happy,strong,08
data/processed/ravdess\03-01-03-02-02-02-09.wav,male,happy,strong,09
data/processed/ravdess\03-01-03-02-02-02-10.wav,female,happy,strong,10
data/processed/ravdess\03-01-03-02-02-02-11.wav,male,happy,strong,11
data/processed/ravdess\03-01-03-02-02-02-12.wav,female,happy,strong,12
data/processed/ravdess\03-01-03-02-02-02-13.wav,male,happy,strong,13
data/processed/ravdess\03-01-03-02-02-02-14.wav,female,happy,strong,14
data/processed/ravdess\03-01-03-02-02-02-15.wav,male,happy,strong,15
data/processed/ravdess\03-01-03-02-02-02-16.wav,female,happy,strong,16
data/processed/ravdess\03-01-03-02-02-02-17.wav,male,happy,strong,17
data/processed/ravdess\03-01-03-02-02-02-18.wav,female,happy,strong,18
data/processed/ravdess\03-01-03-02-02-02-19.wav,male,happy,strong,19
data/processed/ravdess\03-01-03-02-02-02-20.wav,female,happy,strong,20
data/processed/ravdess\03-01-03-02-02-02-21.wav,male,happy,strong,21
data/processed/ravdess\03-01-03-02-02-02-22.wav,female,happy,strong,22
data/processed/ravdess\03-01-03-02-02-02-23.wav,male,happy,strong,23
data/processed/ravdess\03-01-03-02-02-02-24.wav,female,happy,strong,24
data/processed/ravdess\03-01-04-01-01-01-01.wav,male,sad,normal,01
data/processed/ravdess\03-01-04-01-01-01-02.wav,female,sad,normal,02
data/processed/ravdess\03-01-04-01-01-01-03.wav,male,sad,normal,03
data/processed/ravdess\03-01-04-01-01-01-04.wav,female,sad,normal,04
data/processed/ravdess\03-01-04-01-01-01-05.wav,male,sad,normal,05
data/processed/ravdess\03-01-04-01-01-01-06.wav,female,sad,normal,06
data/processed/ravdess\03-01-04-01-01-01-07.wav,male,sad,normal,07
data/processed/ravdess\03-01-04-01-01-01-08.wav,female,sad,normal,08
data/processed/ravdess\03-01-04-01-01-01-09.wav,male,sad,normal,09
data/processed/ravdess\03-01-04-01-01-01-10.wav,female,sad,normal,10
data/processed/ravdess\03-01-04-01-01-01-11.wav,male,sad,normal,11
data/processed/ravdess\03-01-04-01-01-01-12.wav,female,sad,normal,12
data/processed/ravdess\03-01-04-01-01-01-13.wav,male,sad,normal,13
data/processed/ravdess\03-01-04-01-01-01-14.wav,female,sad,normal,14
data/processed/ravdess\03-01-04-01-01-01-15.wav,male,sad,normal,15
data/processed/ravdess\03-01-04-01-01-01-16.wav,female,sad,normal,16
data/processed/ravdess\03-01-04-01-01-01-17.wav,male,sad,normal,17
data/processed/ravdess\03-01-04-01-01-01-18.wav,female,sad,normal,18
data/processed/ravdess\03-01-04-01-01-01-19.wav,male,sad,normal,19
data/processed/ravdess\03-01-04-01-01-01-20.wav,female,sad,normal,20
data/processed/ravdess\03-01-04-01-01-01-21.wav,male,sad,normal,21
data/processed/ravdess\03-01-04-01-01-01-22.wav,female,sad,normal,22
data/processed/ravdess\03-01-04-01-01-01-23.wav,male,sad,normal,23
data/processed/ravdess\03-01-04-01-01-01-24.wav,female,sad,normal,24
data/processed/ravdess\03-01-04-01-01-02-01.wav,male,sad,normal,01
data/processed/ravdess\03-01-04-01-01-02-02.wav,female,sad,normal,02
data/processed/ravdess\03-01-04-01-01-02-03.wav,male,sad,normal,03
data/processed/ravdess\03-01-04-01-01-02-04.wav,female,sad,normal,04
data/processed/ravdess\03-01-04-01-01-02-05.wav,male,sad,normal,05
data/processed/ravdess\03-01-04-01-01-02-06.wav,female,sad,normal,06
data/processed/ravdess\03-01-04-01-01-02-07.wav,male,sad,normal,07
data/processed/ravdess\03-01-04-01-01-02-08.wav,female,sad,normal,08
data/processed/ravdess\03-01-04-01-01-02-09.wav,male,sad,normal,09
data/processed/ravdess\03-01-04-01-01-02-10.wav,female,sad,normal,10
data/processed/ravdess\03-01-04-01-01-02-11.wav,male,sad,normal,11
data/processed/ravdess\03-01-04-01-01-02-12.wav,female,sad,normal,12
data/processed/ravdess\03-01-04-01-01-02-13.wav,male,sad,normal,13
data/processed/ravdess\03-01-04-01-01-02-14.wav,female,sad,normal,14
data/processed/ravdess\03-01-04-01-01-02-15.wav,male,sad,normal,15
data/processed/ravdess\03-01-04-01-01-02-16.wav,female,sad,normal,16
data/processed/ravdess\03-01-04-01-01-02-17.wav,male,sad,normal,17
data/processed/ravdess\03-01-04-01-01-02-18.wav,female,sad,normal,18
data/processed/ravdess\03-01-04-01-01-02-19.wav,male,sad,normal,19
data/processed/ravdess\03-01-04-01-01-02-20.wav,female,sad,normal,20
data/processed/ravdess\03-01-04-01-01-02-21.wav,male,sad,normal,21
data/processed/ravdess\03-01-04-01-01-02-22.wav,female,sad,normal,22
data/processed/ravdess\03-01-04-01-01-02-23.wav,male,sad,normal,23
data/processed/ravdess\03-01-04-01-01-02-24.wav,female,sad,normal,24
data/processed/ravdess\03-01-04-01-02-01-01.wav,male,sad,normal,01
data/processed/ravdess\03-01-04-01-02-01-02.wav,female,sad,normal,02
data/processed/ravdess\03-01-04-01-02-01-03.wav,male,sad,normal,03
data/processed/ravdess\03-01-04-01-02-01-04.wav,female,sad,normal,04
data/processed/ravdess\03-01-04-01-02-01-05.wav,male,sad,normal,05
data/processed/ravdess\03-01-04-01-02-01-06.wav,female,sad,normal,06
data/processed/ravdess\03-01-04-01-02-01-07.wav,male,sad,normal,07
data/processed/ravdess\03-01-04-01-02-01-08.wav,female,sad,normal,08
data/processed/ravdess\03-01-04-01-02-01-09.wav,male,sad,normal,09
data/processed/ravdess\03-01-04-01-02-01-10.wav,female,sad,normal,10
data/processed/ravdess\03-01-04-01-02-01-11.wav,male,sad,normal,11
data/processed/ravdess\03-01-04-01-02-01-12.wav,female,sad,normal,12
data/processed/ravdess\03-01-04-01-02-01-13.wav,male,sad,normal,13
data/processed/ravdess\03-01-04-01-02-01-14.wav,female,sad,normal,14
data/processed/ravdess\03-01-04-01-02-01-15.wav,male,sad,normal,15
data/processed/ravdess\03-01-04-01-02-01-16.wav,female,sad,normal,16
data/processed/ravdess\03-01-04-01-02-01-17.wav,male,sad,normal,17
data/processed/ravdess\03-01-04-01-02-01-18.wav,female,sad,normal,18
data/processed/ravdess\03-01-04-01-02-01-19.wav,male,sad,normal,19
data/processed/ravdess\03-01-04-01-02-01-20.wav,female,sad,normal,20
data/processed/ravdess\03-01-04-01-02-01-21.wav,male,sad,normal,21
data/processed/ravdess\03-01-04-01-02-01-22.wav,female,sad,normal,22
data/processed/ravdess\03-01-04-01-02-01-23.wav,male,sad,normal,23
data/processed/ravdess\03-01-04-01-02-01-24.wav,female,sad,normal,24
data/processed/ravdess\03-01-04-01-02-02-01.wav,male,sad,normal,01
data/processed/ravdess\03-01-04-01-02-02-02.wav,female,sad,normal,02
data/processed/ravdess\03-01-04-01-02-02-03.wav,male,sad,normal,03
data/processed/ravdess\03-01-04-01-02-02-04.wav,female,sad,normal,04
data/processed/ravdess\03-01-04-01-02-02-05.wav,male,sad,normal,05
data/processed/ravdess\03-01-04-01-02-02-06.wav,female,sad,normal,06
data/processed/ravdess\03-01-04-01-02-02-07.wav,male,sad,normal,07
data/processed/ravdess\03-01-04-01-02-02-08.wav,female,sad,normal,08
data/processed/ravdess\03-01-04-01-02-02-09.wav,male,sad,normal,09
data/processed/ravdess\03-01-04-01-02-02-10.wav,female,sad,normal,10
data/processed/ravdess\03-01-04-01-02-02-11.wav,male,sad,normal,11
data/processed/ravdess\03-01-04-01-02-02-12.wav,female,sad,normal,12
data/processed/ravdess\03-01-04-01-02-02-13.wav,male,sad,normal,13
data/processed/ravdess\03-01-04-01-02-02-14.wav,female,sad,normal,14
data/processed/ravdess\03-01-04-01-02-02-15.wav,male,sad,normal,15
data/processed/ravdess\03-01-04-01-02-02-16.wav,female,sad,normal,16
data/processed/ravdess\03-01-04-01-02-02-17.wav,male,sad,normal,17
data/processed/ravdess\03-01-04-01-02-02-18.wav,female,sad,normal,18
data/processed/ravdess\03-01-04-01-02-02-19.wav,male,sad,normal,19
data/processed/ravdess\03-01-04-01-02-02-20.wav,female,sad,normal,20
data/processed/ravdess\03-01-04-01-02-02-21.wav,male,sad,normal,21
data/processed/ravdess\03-01-04-01-02-02-22.wav,female,sad,normal,22
data/processed/ravdess\03-01-04-01-02-02-23.wav,male,sad,normal,23
data/processed/ravdess\03-01-04-01-02-02-24.wav,female,sad,normal,24
data/processed/ravdess\03-01-04-02-01-01-01.wav,male,sad,strong,01
data/processed/ravdess\03-01-04-02-01-01-02.wav,female,sad,strong,02
data/processed/ravdess\03-01-04-02-01-01-03.wav,male,sad,strong,03
data/processed/ravdess\03-01-04-02-01-01-04.wav,female,sad,strong,04
data/processed/ravdess\03-01-04-02-01-01-05.wav,male,sad,strong,05
data/processed/ravdess\03-01-04-02-01-01-06.wav,female,sad,strong,06
data/processed/ravdess\03-01-04-02-01-01-07.wav,male,sad,strong,07
data/processed/ravdess\03-01-04-02-01-01-08.wav,female,sad,strong,08
data/processed/ravdess\03-01-04-02-01-01-09.wav,male,sad,strong,09
data/processed/ravdess\03-01-04-02-01-01-10.wav,female,sad,strong,10
data/processed/ravdess\03-01-04-02-01-01-11.wav,male,sad,strong,11
data/processed/ravdess\03-01-04-02-01-01-12.wav,female,sad,strong,12
data/processed/ravdess\03-01-04-02-01-01-13.wav,male,sad,strong,13
data/processed/ravdess\03-01-04-02-01-01-14.wav,female,sad,strong,14
data/processed/ravdess\03-01-04-02-01-01-15.wav,male,sad,strong,15
data/processed/ravdess\03-01-04-02-01-01-16.wav,female,sad,strong,16
data/processed/ravdess\03-01-04-02-01-01-17.wav,male,sad,strong,17
data/processed/ravdess\03-01-04-02-01-01-18.wav,female,sad,strong,18
data/processed/ravdess\03-01-04-02-01-01-19.wav,male,sad,strong,19
data/processed/ravdess\03-01-04-02-01-01-20.wav,female,sad,strong,20
data/processed/ravdess\03-01-04-02-01-01-21.wav,male,sad,strong,21
data/processed/ravdess\03-01-04-02-01-01-22.wav,female,sad,strong,22
data/processed/ravdess\03-01-04-02-01-01-23.wav,male,sad,strong,23
data/processed/ravdess\03-01-04-02-01-01-24.wav,female,sad,strong,24
data/processed/ravdess\03-01-04-02-01-02-01.wav,male,sad,strong,01
data/processed/ravdess\03-01-04-02-01-02-02.wav,female,sad,strong,02
data/processed/ravdess\03-01-04-02-01-02-03.wav,male,sad,strong,03
data/processed/ravdess\03-01-04-02-01-02-04.wav,female,sad,strong,04
data/processed/ravdess\03-01-04-02-01-02-05.wav,male,sad,strong,05
data/processed/ravdess\03-01-04-02-01-02-06.wav,female,sad,strong,06
data/processed/ravdess\03-01-04-02-01-02-07.wav,male,sad,strong,07
data/processed/ravdess\03-01-04-02-01-02-08.wav,female,sad,strong,08
data/processed/ravdess\03-01-04-02-01-02-09.wav,male,sad,strong,09
data/processed/ravdess\03-01-04-02-01-02-10.wav,female,sad,strong,10
data/processed/ravdess\03-01-04-02-01-02-11.wav,male,sad,strong,11
data/processed/ravdess\03-01-04-02-01-02-12.wav,female,sad,strong,12
data/processed/ravdess\03-01-04-02-01-02-13.wav,male,sad,strong,13
data/processed/ravdess\03-01-04-02-01-02-14.wav,female,sad,strong,14
data/processed/ravdess\03-01-04-02-01-02-15.wav,male,sad,strong,15
data/processed/ravdess\03-01-04-02-01-02-16.wav,female,sad,strong,16
data/processed/ravdess\03-01-04-02-01-02-17.wav,male,sad,strong,17
data/processed/ravdess\03-01-04-02-01-02-18.wav,female,sad,strong,18
data/processed/ravdess\03-01-04-02-01-02-19.wav,male,sad,strong,19
data/processed/ravdess\03-01-04-02-01-02-20.wav,female,sad,strong,20
data/processed/ravdess\03-01-04-02-01-02-21.wav,male,sad,strong,21
data/processed/ravdess\03-01-04-02-01-02-22.wav,female,sad,strong,22
data/processed/ravdess\03-01-04-02-01-02-23.wav,male,sad,strong,23
data/processed/ravdess\03-01-04-02-01-02-24.wav,female,sad,strong,24
data/processed/ravdess\03-01-04-02-02-01-01.wav,male,sad,strong,01
data/processed/ravdess\03-01-04-02-02-01-02.wav,female,sad,strong,02
data/processed/ravdess\03-01-04-02-02-01-03.wav,male,sad,strong,03
data/processed/ravdess\03-01-04-02-02-01-04.wav,female,sad,strong,04
data/processed/ravdess\03-01-04-02-02-01-05.wav,male,sad,strong,05
data/processed/ravdess\03-01-04-02-02-01-06.wav,female,sad,strong,06
data/processed/ravdess\03-01-04-02-02-01-07.wav,male,sad,strong,07
data/processed/ravdess\03-01-04-02-02-01-08.wav,female,sad,strong,08
data/processed/ravdess\03-01-04-02-02-01-09.wav,male,sad,strong,09
data/processed/ravdess\03-01-04-02-02-01-10.wav,female,sad,strong,10
data/processed/ravdess\03-01-04-02-02-01-11.wav,male,sad,strong,11
data/processed/ravdess\03-01-04-02-02-01-12.wav,female,sad,strong,12
data/processed/ravdess\03-01-04-02-02-01-13.wav,male,sad,strong,13
data/processed/ravdess\03-01-04-02-02-01-14.wav,female,sad,strong,14
data/processed/ravdess\03-01-04-02-02-01-15.wav,male,sad,strong,15
data/processed/ravdess\03-01-04-02-02-01-16.wav,female,sad,strong,16
data/processed/ravdess\03-01-04-02-02-01-17.wav,male,sad,strong,17
data/processed/ravdess\03-01-04-02-02-01-18.wav,female,sad,strong,18
data/processed/ravdess\03-01-04-02-02-01-19.wav,male,sad,strong,19
data/processed/ravdess\03-01-04-02-02-01-20.wav,female,sad,strong,20
data/processed/ravdess\03-01-04-02-02-01-21.wav,male,sad,strong,21
data/processed/ravdess\03-01-04-02-02-01-22.wav,female,sad,strong,22
data/processed/ravdess\03-01-04-02-02-01-23.wav,male,sad,strong,23
data/processed/ravdess\03-01-04-02-02-01-24.wav,female,sad,strong,24
data/processed/ravdess\03-01-04-02-02-02-01.wav,male,sad,strong,01
data/processed/ravdess\03-01-04-02-02-02-02.wav,female,sad,strong,02
data/processed/ravdess\03-01-04-02-02-02-03.wav,male,sad,strong,03
data/processed/ravdess\03-01-04-02-02-02-04.wav,female,sad,strong,04
data/processed/ravdess\03-01-04-02-02-02-05.wav,male,sad,strong,05
data/processed/ravdess\03-01-04-02-02-02-06.wav,female,sad,strong,06
data/processed/ravdess\03-01-04-02-02-02-07.wav,male,sad,strong,07
data/processed/ravdess\03-01-04-02-02-02-08.wav,female,sad,strong,08
data/processed/ravdess\03-01-04-02-02-02-09.wav,male,sad,strong,09
data/processed/ravdess\03-01-04-02-02-02-10.wav,female,sad,strong,10
data/processed/ravdess\03-01-04-02-02-02-11.wav,male,sad,strong,11
data/processed/ravdess\03-01-04-02-02-02-12.wav,female,sad,strong,12
data/processed/ravdess\03-01-04-02-02-02-13.wav,male,sad,strong,13
data/processed/ravdess\03-01-04-02-02-02-14.wav,female,sad,strong,14
data/processed/ravdess\03-01-04-02-02-02-15.wav,male,sad,strong,15
data/processed/ravdess\03-01-04-02-02-02-16.wav,female,sad,strong,16
data/processed/ravdess\03-01-04-02-02-02-17.wav,male,sad,strong,17
data/processed/ravdess\03-01-04-02-02-02-18.wav,female,sad,strong,18
data/processed/ravdess\03-01-04-02-02-02-19.wav,male,sad,strong,19
data/processed/ravdess\03-01-04-02-02-02-20.wav,female,sad,strong,20
data/processed/ravdess\03-01-04-02-02-02-21.wav,male,sad,strong,21
data/processed/ravdess\03-01-04-02-02-02-22.wav,female,sad,strong,22
data/processed/ravdess\03-01-04-02-02-02-23.wav,male,sad,strong,23
data/processed/ravdess\03-01-04-02-02-02-24.wav,female,sad,strong,24
data/processed/ravdess\03-01-05-01-01-01-01.wav,male,angry,normal,01
data/processed/ravdess\03-01-05-01-01-01-02.wav,female,angry,normal,02
data/processed/ravdess\03-01-05-01-01-01-03.wav,male,angry,normal,03
data/processed/ravdess\03-01-05-01-01-01-04.wav,female,angry,normal,04
data/processed/ravdess\03-01-05-01-01-01-05.wav,male,angry,normal,05
data/processed/ravdess\03-01-05-01-01-01-06.wav,female,angry,normal,06
data/processed/ravdess\03-01-05-01-01-01-07.wav,male,angry,normal,07
data/processed/ravdess\03-01-05-01-01-01-08.wav,female,angry,normal,08
data/processed/ravdess\03-01-05-01-01-01-09.wav,male,angry,normal,09
data/processed/ravdess\03-01-05-01-01-01-10.wav,female,angry,normal,10
data/processed/ravdess\03-01-05-01-01-01-11.wav,male,angry,normal,11
data/processed/ravdess\03-01-05-01-01-01-12.wav,female,angry,normal,12
data/processed/ravdess\03-01-05-01-01-01-13.wav,male,angry,normal,13
data/processed/ravdess\03-01-05-01-01-01-14.wav,female,angry,normal,14
data/processed/ravdess\03-01-05-01-01-01-15.wav,male,angry,normal,15
data/processed/ravdess\03-01-05-01-01-01-16.wav,female,angry,normal,16
data/processed/ravdess\03-01-05-01-01-01-17.wav,male,angry,normal,17
data/processed/ravdess\03-01-05-01-01-01-18.wav,female,angry,normal,18
data/processed/ravdess\03-01-05-01-01-01-19.wav,male,angry,normal,19
data/processed/ravdess\03-01-05-01-01-01-20.wav,female,angry,normal,20
data/processed/ravdess\03-01-05-01-01-01-21.wav,male,angry,normal,21
data/processed/ravdess\03-01-05-01-01-01-22.wav,female,angry,normal,22
data/processed/ravdess\03-01-05-01-01-01-23.wav,male,angry,normal,23
data/processed/ravdess\03-01-05-01-01-01-24.wav,female,angry,normal,24
data/processed/ravdess\03-01-05-01-01-02-01.wav,male,angry,normal,01
data/processed/ravdess\03-01-05-01-01-02-02.wav,female,angry,normal,02
data/processed/ravdess\03-01-05-01-01-02-03.wav,male,angry,normal,03
data/processed/ravdess\03-01-05-01-01-02-04.wav,female,angry,normal,04
data/processed/ravdess\03-01-05-01-01-02-05.wav,male,angry,normal,05
data/processed/ravdess\03-01-05-01-01-02-06.wav,female,angry,normal,06
data/processed/ravdess\03-01-05-01-01-02-07.wav,male,angry,normal,07
data/processed/ravdess\03-01-05-01-01-02-08.wav,female,angry,normal,08
data/processed/ravdess\03-01-05-01-01-02-09.wav,male,angry,normal,09
data/processed/ravdess\03-01-05-01-01-02-10.wav,female,angry,normal,10
data/processed/ravdess\03-01-05-01-01-02-11.wav,male,angry,normal,11
data/processed/ravdess\03-01-05-01-01-02-12.wav,female,angry,normal,12
data/processed/ravdess\03-01-05-01-01-02-13.wav,male,angry,normal,13
data/processed/ravdess\03-01-05-01-01-02-14.wav,female,angry,normal,14
data/processed/ravdess\03-01-05-01-01-02-15.wav,male,angry,normal,15
data/processed/ravdess\03-01-05-01-01-02-16.wav,female,angry,normal,16
data/processed/ravdess\03-01-05-01-01-02-17.wav,male,angry,normal,17
data/processed/ravdess\03-01-05-01-01-02-18.wav,female,angry,normal,18
data/processed/ravdess\03-01-05-01-01-02-19.wav,male,angry,normal,19
data/processed/ravdess\03-01-05-01-01-02-20.wav,female,angry,normal,20
data/processed/ravdess\03-01-05-01-01-02-21.wav,male,angry,normal,21
data/processed/ravdess\03-01-05-01-01-02-22.wav,female,angry,normal,22
data/processed/ravdess\03-01-05-01-01-02-23.wav,male,angry,normal,23
data/processed/ravdess\03-01-05-01-01-02-24.wav,female,angry,normal,24
data/processed/ravdess\03-01-05-01-02-01-01.wav,male,angry,normal,01
data/processed/ravdess\03-01-05-01-02-01-02.wav,female,angry,normal,02
data/processed/ravdess\03-01-05-01-02-01-03.wav,male,angry,normal,03
data/processed/ravdess\03-01-05-01-02-01-04.wav,female,angry,normal,04
data/processed/ravdess\03-01-05-01-02-01-05.wav,male,angry,normal,05
data/processed/ravdess\03-01-05-01-02-01-06.wav,female,angry,normal,06
data/processed/ravdess\03-01-05-01-02-01-07.wav,male,angry,normal,07
data/processed/ravdess\03-01-05-01-02-01-08.wav,female,angry,normal,08
data/processed/ravdess\03-01-05-01-02-01-09.wav,male,angry,normal,09
data/processed/ravdess\03-01-05-01-02-01-10.wav,female,angry,normal,10
data/processed/ravdess\03-01-05-01-02-01-11.wav,male,angry,normal,11
data/processed/ravdess\03-01-05-01-02-01-12.wav,female,angry,normal,12
data/processed/ravdess\03-01-05-01-02-01-13.wav,male,angry,normal,13
data/processed/ravdess\03-01-05-01-02-01-14.wav,female,angry,normal,14
data/processed/ravdess\03-01-05-01-02-01-15.wav,male,angry,normal,15
data/processed/ravdess\03-01-05-01-02-01-16.wav,female,angry,normal,16
data/processed/ravdess\03-01-05-01-02-01-17.wav,male,angry,normal,17
data/processed/ravdess\03-01-05-01-02-01-18.wav,female,angry,normal,18
data/processed/ravdess\03-01-05-01-02-01-19.wav,male,angry,normal,19
data/processed/ravdess\03-01-05-01-02-01-20.wav,female,angry,normal,20
data/processed/ravdess\03-01-05-01-02-01-21.wav,male,angry,normal,21
data/processed/ravdess\03-01-05-01-02-01-22.wav,female,angry,normal,22
data/processed/ravdess\03-01-05-01-02-01-23.wav,male,angry,normal,23
data/processed/ravdess\03-01-05-01-02-01-24.wav,female,angry,normal,24
data/processed/ravdess\03-01-05-01-02-02-01.wav,male,angry,normal,01
data/processed/ravdess\03-01-05-01-02-02-02.wav,female,angry,normal,02
data/processed/ravdess\03-01-05-01-02-02-03.wav,male,angry,normal,03
data/processed/ravdess\03-01-05-01-02-02-04.wav,female,angry,normal,04
data/processed/ravdess\03-01-05-01-02-02-05.wav,male,angry,normal,05
data/processed/ravdess\03-01-05-01-02-02-06.wav,female,angry,normal,06
data/processed/ravdess\03-01-05-01-02-02-07.wav,male,angry,normal,07
